"osebuildingid","datayear","buildingname","buildingtype","taxparcelidentificationnumber","address","city","state","zipcode","latitude","longitude","neighborhood","councildistrictcode","yearbuilt","numberoffloors","numberofbuildings","propertygfatotal","propertygfabuildings","propertygfaparking","selfreportgfatotal","selfreportgfabuildings","selfreportparking","energystarscore","siteeuiwn_kbtu_sf","siteeui_kbtu_sf","siteenergyuse_kbtu","siteenergyusewn_kbtu","sourceeuiwn_kbtu_sf","sourceeui_kbtu_sf","epapropertytype","largestpropertyusetype","largestpropertyusetypegfa","secondlargestpropertyusetype","secondlargestpropertyuse","thirdlargestpropertyusetype","thirdlargestpropertyusetypegfa","electricity_kwh","steamuse_kbtu","naturalgas_therms","compliancestatus","complianceissue","electricity_kbtu","naturalgas_kbtu","totalghgemissions","ghgemissionsintensity","demolished"
"21838","2019","ELLIOTT BAY CONDOMINIUM","Multifamily MR (5-9)","2313980000","524 6TH AVE W","SEATTLE","WA","98119","47.62418","-122.3642","MAGNOLIA / QUEEN ANNE","7","1997","5","1","30236","30236","0","35136","30236","4900","91","31.29999924","31.10000038","939354","947653","87.80000305","87","Multifamily MR (5-9)","Multifamily Housing","30236","Parking","4900","NA",,"275309",,,"Compliant","No Issue","939354",,"5.4","0.179","false"
"21839","2019","GRIFFIS BELLTOWN APARTMENTS","Multifamily MR (5-9)","653000026","2400 ELLIOTT AVE","SEATTLE","WA","98121","47.61322","-122.34984","DOWNTOWN","7","1990","5","1","320651","214625","106026","298996","179150","119846","88","40.40000153","40.20000076","8638517","8671518","91.5","91.40000153","Multifamily MR (5-9)","Multifamily Housing","214625","Parking","106026","Swimming Pool",,"1765887",,"26133","Compliant","No Issue","6025206","2613311","173.5","0.968","false"
"21852","2019","EMBASSY THE CONDOMINIUM","Multifamily LR (1-4)","2329200000","2350 10TH AVE E","SEATTLE","WA","98102","47.64079","-122.31972","EAST","3","1985","3","1","45235","45197","38","45235","45235","0","68","23.10000038","22.79999924","1032641","1046532","64.80000305","63.90000153","Multifamily LR (1-4)","Multifamily Housing","45235","NA",,"NA",,"302650",,,"Compliant","No Issue","1032641",,"6","0.133","false"
"21859","2019","EPIC CONDOMINIUM","Multifamily MR (5-9)","2363000000","412 11TH AVE","SEATTLE","WA","98122","47.60573","-122.31782","EAST","2","2002","6","1","65604","65604","0","65604","65604","0","95","25.10000038","25.20000076","1651408","1647435","70.30000305","70.5","Multifamily MR (5-9)","Multifamily Housing","65604","NA",,"NA",,"484000",,,"Compliant","No Issue","1651408",,"9.6","0.146","false"
"21860","2019","EQUINOX","Multifamily MR (5-9)","2366500000","1520 EASTLAKE AVE E","SEATTLE","WA","98102","47.633","-122.32507","LAKE UNION","3","2009","8","1","322771","213276","109495","322771","213276","109495","97","43.59999847","43.70000076","9329781","9300117","82.80000305","83.19999695","Multifamily MR (5-9)","Multifamily Housing","213276","Parking","109495","NA",,"1331810",,"47856","Compliant","No Issue","4544136","4785644","280","1.313","false"
"21862","2019","ESCALA","Multifamily HR (10+)","2382000000","1920 4TH AVE","SEATTLE","WA","98101","47.61296","-122.33926","DOWNTOWN","7","2010","31","1","480789","480789","0","799157","593525","205632","90","36.5","36.59999847","21708410","21687842","71.40000153","71.40000153","Multifamily HR (10+)","Multifamily Housing","581843","Parking","205632","Retail Store","11682","3283708",,"105044","Compliant","No Issue","11204012","10504398","621.7","1.047","false"
"21871","2019","EVANSTON SQUARE CONDOMINIUM","Multifamily LR (1-4)","2406800000","600 N 85TH ST","SEATTLE","WA","98103","47.69086","-122.35094","NORTHWEST","5","2000","4","1","35837","35837","0","34378","34378","0","74","30","29.79999924","1025670","1032482","84.09999847","83.5","Multifamily LR (1-4)","Multifamily Housing","28356","Office","6022","NA",,"300607",,,"Compliant","No Issue","1025670",,"5.9","0.172","false"
"21877","2019","BRENTWOOD SQUARE APTS","Multifamily LR (1-4)","2426039017","13315 GREENWOOD AVE N","SEATTLE","WA","98133","47.72581","-122.35617","NORTHWEST","5","1968","3","1","41567","41567","0","40924","40924","0","90","23.20000076","23.39999962","959238","951386","65.09999847","65.59999847","Multifamily LR (1-4)","Multifamily Housing","40924","NA",,"NA",,"281137",,,"Compliant","No Issue","959238",,"5.6","0.137","false"
"21879","2019","HEALTH AND REHAB OF NORTH SEATTLE-pending demo","NonResidential","2426039037","13333 GREENWOOD AVE N","SEATTLE","WA","98133","47.72611","-122.35592","NORTHWEST","5","1954","2","0","51298","51298","0","51298","51298","0",,,,,,,,"Senior Living Community","Senior Living Community","51298","NA",,"NA",,"119258",,,"Not Compliant","Missing EUI or Electricity Data","406907",,"2.4","0.047","true"
"21880","2019","IDA CULVER HOUSE - BROADVIEW","Multifamily HR (10+)","2426039052","12515 GREENWOOD AVE N","SEATTLE","WA","98133","47.72101","-122.35725","NORTHWEST","5","1990","10","1","284970","284970","0","256413","256413","0","87","40.59999847","40.79999924","10468562","10403881","65.09999847","65.40000153","Multifamily HR (10+)","Multifamily Housing","256413","NA",,"NA",,"966864",,"71696","Compliant","No Issue","3298939","7169623","399.1","1.556","false"
"21883","2019","JESUS CHRIST CHURCH OF LATTER DAY SAINTS","NonResidential","2426039065","102 N 132ND ST","SEATTLE","WA","98133","47.72558","-122.3578","NORTHWEST","5","1962","1","1","22047","22047","0","22028","22028","0","14","57.09999847","58.59999847","1290624","1257178","85.80000305","88.40000153","Worship Facility","Worship Facility","22028","NA",,"NA",,"99040",,"9527","Compliant","No Issue","337924","952700","52.5","2.383","false"
"21884","2019","BRENTWOOD SQUARE APTS","Multifamily LR (1-4)","2426039119","13407 GREENWOOD AVE N","SEATTLE","WA","98133","47.72687","-122.35607","NORTHWEST","5","1967","3","1","116143","116143","0","113346","113346","0","83","26.79999924","27","3057007","3039736","75.09999847","75.5","Multifamily LR (1-4)","Multifamily Housing","113346","NA",,"NA",,"895958",,,"Compliant","No Issue","3057007",,"17.7","0.156","false"
"21885","2019","NORTH 45 APARTMENTS","Multifamily LR (1-4)","2426039161","13437 GREENWOOD AVE N","SEATTLE","WA","98133","47.72762","-122.35611","NORTHWEST","5","1976","3","1","44656","37906","6750","44656","44656","0","94","19.5","19.60000038","875367","869456","54.5","54.90000153","Multifamily LR (1-4)","Multifamily Housing","44656","NA",,"NA",,"256555",,,"Compliant","No Issue","875367",,"5.1","0.114","false"
"21886","2019","BRENTWOOD SQUARE APTS","Multifamily LR (1-4)","2426039259","13201 GREENWOOD AVE N","SEATTLE","WA","98133","47.72526","-122.35608","NORTHWEST","5","1968","3","1","26159","26159","0","25950","25950","0","85","25.60000038","25.70000076","667616","664180","71.69999695","72","Multifamily LR (1-4)","Multifamily Housing","25950","NA",,"NA",,"195667",,,"Compliant","No Issue","667615",,"3.9","0.15","false"
"21893","2019","GARY MERLINO CONSTRUCTION CO","NonResidential","2433700015","9125 10TH AVE S","SEATTLE","WA","98108","47.5213","-122.32182","GREATER DUWAMISH","1","1979","1","1","31600","31600","0","31600","31600","0","3","102","100.3000031","3170422","3224194","188.8999939","187.1000061","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","31600","NA",,"NA",,"432895",,"16934","Compliant","No Issue","1477037","1693385","98.3","3.111","false"
"21894","2019","KING MANUFACTURING","NonResidential","2433700068","821 S BARTON ST","SEATTLE","WA","98108","47.52024","-122.32137","GREATER DUWAMISH","1","2007","1","1","35289","35289","0","35289","35289","0","68","23.79999924","23.79999924","839666","839905","45.09999847","45.09999847","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","35289","NA",,"NA",,"118756",,"4345","Compliant","No Issue","405195","434471","25.4","0.72","false"
"21896","2019","PNP PROPERTIES BUILDING","NonResidential","2433700074","860 S CAMBRIDGE ST","SEATTLE","WA","98108","47.51899","-122.321","GREATER DUWAMISH","1","1981","1","1","28920","28920","0","28920","28920","0","42","65.09999847","63.90000153","1916381","1953345","82.90000153","81.59999847","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","30000","NA",,"NA",,"73016",,"16673","Compliant","No Issue","249130","1667251","89.8","3.105","false"
"21897","2019","JACK HOZACK INC","NonResidential","2433700075","9243 10TH AVE S","SEATTLE","WA","98108","47.5193","-122.3213","GREATER DUWAMISH","1","1978","1","1","22176","22176","0","22176","22176","0","12","83.69999695","81.30000305","1801907","1855700","117.1999969","114","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","22176","NA",,"NA",,"106598",,"14382","Compliant","No Issue","363711","1438196","78.3","3.531","false"
"21898","2019","HALFON CANDY CO.","NonResidential","2433700076","9229 10TH AVE S","SEATTLE","WA","98108","47.51968","-122.3212","GREATER DUWAMISH","1","1978","1","1","31300","31300","0","31300","31300","0","87","16.29999924","16.29999924","511110","511110","31.79999924","31.79999924","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","31300","NA",,"NA",,"76894",,"2487","Compliant","No Issue","262363","248747","14.7","0.47","false"
"21902","2019","Samson Tug & Barge","NonResidential","2433700165","9228 10TH AVE S","SEATTLE","WA","98108","47.51918","-122.31957","GREATER DUWAMISH","1","1979","1","1","22000","22000","0","23500","22000","1500","17","34.20000076","34.20000076","752387","752387","95.80000305","95.80000305","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","22000","Parking",,"NA",,"220512",,,"Compliant","No Issue","752387",,"4.4","0.2","false"
"21904","2019","NORTHGATE EXECUTIVE CENTER A","NonResidential","2434900010","115 NE 100TH ST","SEATTLE","WA","98125","47.70079","-122.32714","NORTH","5","1974","3","1","39927","39927","0","101520","40745","60775","22","86.40000153","86.59999847","3532276","3524319","241.8000031","242.3999939","Office","Office","39541","Parking",,"NA",,"1035251",,,"Compliant","No Issue","3532276",,"20.5","0.503","false"
"21905","2019","SEATTLE ATHLETIC CLUB","NonResidential","2434900060","333 NE 97TH ST","SEATTLE","WA","98115","47.69883","-122.32479","NORTH","5","1979","1","1","30610","30610","0","30610","30610","0",,"172","170.8000031","5229690","5266338","305.1000061","303.7999878","Other - Recreation","Other - Recreation","23320","Office","7290","NA",,"637877",,"30533","Compliant","No Issue","2176436","3053254","174.4","5.697","false"
"21907","2019","NORTH SEATTLE PROFESSIONAL CENTE","NonResidential","2434900090","9730 3RD AVE NE","SEATTLE","WA","98115","47.70007","-122.32533","NORTH","5","1980","2","1","26930","20580","6350","26930","26930","0","73","33.20000076","33.20000076","894958","894958","93.09999847","93.09999847","Medical Office","Medical Office","26930","NA",,"NA",,"262297",,,"Compliant","No Issue","894958",,"5.2","0.193","false"
"21909","2019","GROUP HEALTH NORTHGATE","Hospital","2434900130","9827 5TH AVE NE","SEATTLE","WA","98115","47.70087","-122.32379","NORTH","5","1968","2","1","38745","38745","0","78648","40548","38100","82","38.79999924","39","2540786","2525482","94.5","95","Medical Office","Medical Office","65069","Parking",,"NA",,"588712",,"5321","Compliant","No Issue","2008685","532100","39.9","0.984","false"
"21913","2019","CORRY'S DRYCLEANING","NonResidential","2436200935","4640 UNION BAY PL NE","SEATTLE","WA","98105","47.66353","-122.29505","NORTHEAST","4","1959","2","1","20296","20296","0","20296","20296","0",,"54.5","54.5","1106948","1106948","152.6999969","152.6999969","Self-Storage Facility","Self-Storage Facility","20296","NA",,"NA",,"324428",,,"Compliant","No Issue","1106948",,"6.4","0.315","false"
"21916","2019","UNION BAY PLAZA","NonResidential","2436201005","4540 UNION BAY PL NE","SEATTLE","WA","98105","47.66246","-122.29342","NORTHEAST","4","1945","2","1","22135","22135","0","23885","23885","0",,"37.90000153","37.5","861584","869904","85.90000153","85.5","Mixed Use Property","Medical Office","10388","Office","8116","Retail Store","3200","177064",,"2574","Compliant","No Issue","604142","257442","17.1","0.716","false"
"21917","2019","LAKEVIEW MED BLDG","NonResidential","2436201055","3216 NE 45TH PL","SEATTLE","WA","98105","47.66183","-122.29264","NORTHEAST","4","1967","3","1","38378","38378","0","29248","29248","0","87",,"50","1751680",,,"86.09999847","Medical Office","Medical Office","35066","Parking","3312","Office","4331","197392",,"10782","Compliant","No Issue","673501","1078179","61.1","2.089","false"
"21920","2019","BOWMAN BUILDING","NonResidential","2437200015","4625 UNION BAY PL NE","SEATTLE","WA","98105","47.66294","-122.29521","NORTHEAST","4","1980","2","1","33576","33576","0","33718","33718","0",,"99.5","99.40000153","4838616","4845838","226.8000031","226.6000061","Laboratory","Laboratory","48688","NA",,"NA",,"996966",,"14370","Compliant","No Issue","3401649","1436967","95.9","2.844","false"
"21921","2019","SAFEWAY STORE # 488","NonResidential","2437200030","3020 NE 45TH ST","SEATTLE","WA","98105","47.66205","-122.29545","NORTHEAST","4","1975","1","1","33005","33005","0","0","0","0","32","274.2999878","272.6000061","9536098","9596598","631.2000122","629.4000244","Supermarket/Grocery Store","Supermarket/Grocery Store","34982","Parking",,"NA",,"2010679",,"26757","Compliant","No Issue","6860437","2675660","181.6",,"false"
"21937","2019","FINI CONDOMINIUM","Multifamily LR (1-4)","2539800000","6801 GREENWOOD AVE N","SEATTLE","WA","98103","47.67888","-122.35563","NORTHWEST","6","2007","4","1","67910","67910","0","67910","67910","0","50","29.79999924","29.60000038","2011953","2026508","74.59999847","74.19999695","Multifamily LR (1-4)","Multifamily Housing","67910","NA",,"NA",,"490486",,"3384","Compliant","No Issue","1673538","338415","27.6","0.406","false"
"21940","2019","FIRESIDE LANAI CONDOMINIUM","Multifamily LR (1-4)","2557900000","901 5TH AVE N","SEATTLE","WA","98109","47.62753","-122.348","MAGNOLIA / QUEEN ANNE","7","1965","3","1","22208","22208","0","22208","22208","0",,"28.10000038","27.70000076","614986","623137","78.59999847","77.5","Multifamily LR (1-4)","Multifamily Housing","22208","NA",,"NA",,"180242",,,"Compliant","No Issue","614986",,"3.6","0.162","false"
"21941","2019","FIRST AND BROAD CONDO (ELLINGTON)","Multifamily HR (10+)","2313300000","2801 1ST AVE","SEATTLE","WA","98121","47.61631","-122.35209","DOWNTOWN","7","2000","12","1","264239","235003","29236","224693","224693","0","53","50.79999924","50.29999924","10282283","10383330","110.0999985","109.5999985","Multifamily HR (10+)","Multifamily Housing","200837","Parking","29236","Food Sales","3582","1944241",,"36485","Compliant","No Issue","6633750","3648534","231.8","1.032","false"
"21944","2019","FIRST HILL PLAZA CONDOMINIUM","Multifamily HR (10+)","2560300000","1301 SPRING ST","SEATTLE","WA","98104","47.61105","-122.32263","EAST","3","1982","33","1","231352","231352","0","64561","64561","0","23","59.59999847","58.90000153","13618287","13793794","116.5999985","115.8000031","Multifamily HR (10+)","Multifamily Housing","231352","NA",,"NA",,"2093500",,"64753","Compliant","No Issue","7143022","6475267","384.6","5.957","false"
"21945","2019","FIRST HILL PLAZA RETAIL BUILDING","NonResidential","2560350000","1314 MADISON ST","SEATTLE","WA","98104","47.61074","-122.32259","EAST","3","1981","1","1","20971","20971","0","20971","20971","0",,"53.59999847","53.59999847","1174440","1174440","150","150","Parking","Parking","23483","Retail Store","10360","Medical Office","8509","344209",,,"Compliant","No Issue","1174440",,"6.8","0.324","false"
"21946","2019","FISCHER STUDIO BUILDING CONDOMINIUM","Multifamily MR (5-9)","2568000000","1519 3RD AVE","SEATTLE","WA","98101","47.61019","-122.33859","DOWNTOWN","7","1913","8","1","43884","43884","0","49245","49245","0","88","31.29999924","31","1527097","1539976","68","67.30000305","Multifamily MR (5-9)","Multifamily Housing","31320","Office","17925","NA",,"286406",,"5499","Compliant","No Issue","977219","549878","34.8","0.707","false"
"21950","2019","500 ELLIOTT HOMES CONDOMINIUM","Multifamily MR (5-9)","2569800000","500 ELLIOTT AVE W","SEATTLE","WA","98119","47.6239","-122.36437","MAGNOLIA / QUEEN ANNE","7","2000","5","1","45715","45715","0","42554","42554","0","92","26.5","26.5","1128913","1128913","74.30000305","74.30000305","Multifamily MR (5-9)","Multifamily Housing","42554","NA",,"NA",,"330865",,,"Compliant","No Issue","1128913",,"6.5","0.153","false"
"21951","2019","507 NORTHGATE","Multifamily MR (5-9)","2569830000","507 NE NORTHGATE WAY","SEATTLE","WA","98125","47.70833","-122.32256","NORTH","5","2008","5","1","295410","171349","124061","294704","170643","124061","14","73.90000153","73.5","11112297","11174186","169.6000061","169.1999969","Mixed Use Property","Parking","124061","Multifamily Housing","97361","Retail Store","53849","2329547",,"31639","Compliant","No Issue","7948414","3163882","213.8","1.253","false"
"21954","2019","Katharine's Place","Multifamily LR (1-4)","2224049087","3512 S JUNEAU ST","SEATTLE","WA","98118","47.55044","-122.28815","GREATER DUWAMISH","2","2005","4","1","32038","28874","3164","28874","28874","0","70","34.70000076","34.40000153","1100728","1110729","86.90000153","86.19999695","Multifamily LR (1-4)","Multifamily Housing","32038","NA",,"NA",,"268731",,"1838","Compliant","No Issue","916910","183818","15.1","0.523","false"
"21955","2019","MAGNOLIA CENTER (OFC/RETAIL)","NonResidential","2225039036","3214 W MCGRAW ST","SEATTLE","WA","98199","47.63981","-122.39907","MAGNOLIA / QUEEN ANNE","6","1927","3","1","23910","23910","0","23910","23910","0",,"37.5","37.59999847","899999","897781","89.09999847","89.19999695","Office","Office","20000","Retail Store","3910","NA",,"199092",,"2207","Not Compliant","Default Data","679302","220697","15.6","0.652","false"
"21958","2019","ELEKTRA CONDOMINIUM","Multifamily HR (10+)","2248900000","1400 HUBBELL PL","SEATTLE","WA","98101","47.6122","-122.32976","EAST","3","1957","16","1","151680","133150","18530","151680","151680","0","54","63.79999924","63","9560868","9683122","94.69999695","94.30000305","Multifamily HR (10+)","Multifamily Housing","151680","Parking","18530","NA",,"714432",,"71232","Compliant","No Issue","2437644","7123224","391.7","2.582","false"
